0.000000000000000000e+00	6.600000000000000000e+02	2.226370476339639259e-03
3.000000000000000000e+01	6.600000000000000000e+02	1.228555873376568214e-03
6.000000000000000000e+01	6.600000000000000000e+02	1.124108986229713529e-03
9.000000000000000000e+01	6.600000000000000000e+02	1.098446280961323318e-03
1.200000000000000000e+02	6.600000000000000000e+02	1.027822376808591991e-03
1.500000000000000000e+02	6.600000000000000000e+02	9.376261663070072257e-04
1.800000000000000000e+02	6.600000000000000000e+02	9.240681787980949309e-04
2.100000000000000000e+02	6.600000000000000000e+02	8.593218775270705613e-04
2.400000000000000000e+02	6.600000000000000000e+02	7.818445497292860358e-04
2.700000000000000000e+02	6.600000000000000000e+02	7.782082868538358917e-04
3.000000000000000000e+02	6.600000000000000000e+02	7.178199731263542032e-04
3.300000000000000000e+02	6.600000000000000000e+02	6.517996522454262871e-04
3.600000000000000000e+02	6.600000000000000000e+02	6.561778958056149920e-04
3.900000000000000000e+02	6.600000000000000000e+02	5.989395427941210034e-04
4.200000000000000000e+02	6.600000000000000000e+02	9.233809465013686135e-04
4.500000000000000000e+02	6.600000000000000000e+02	5.135881157884874572e-04
4.800000000000000000e+02	6.600000000000000000e+02	4.840457369739446032e-04
5.100000000000000000e+02	6.600000000000000000e+02	4.562026812535160090e-04
5.400000000000000000e+02	6.600000000000000000e+02	4.299612009476285173e-04
5.700000000000000000e+02	6.600000000000000000e+02	4.052291709736682802e-04
0.000000000000000000e+00	6.615789473684210407e+02	2.212405281780743891e-03
3.000000000000000000e+01	6.615789473684210407e+02	1.215339162647408738e-03
6.000000000000000000e+01	6.615789473684210407e+02	1.114701334493854766e-03
9.000000000000000000e+01	6.615789473684210407e+02	1.091360332999362663e-03
1.200000000000000000e+02	6.615789473684210407e+02	1.018838857172102820e-03
1.500000000000000000e+02	6.615789473684210407e+02	9.317683973536426386e-04
1.800000000000000000e+02	6.615789473684210407e+02	9.197199603205526196e-04
2.100000000000000000e+02	6.615789473684210407e+02	8.536585618336700598e-04
2.400000000000000000e+02	6.615789473684210407e+02	7.785719575494180495e-04
2.700000000000000000e+02	6.615789473684210407e+02	7.758466866878416376e-04
3.000000000000000000e+02	6.615789473684210407e+02	7.147596568331273086e-04
3.300000000000000000e+02	6.615789473684210407e+02	6.503426195066094656e-04
3.600000000000000000e+02	6.615789473684210407e+02	6.552384751428519741e-04
3.900000000000000000e+02	6.615789473684210407e+02	5.979182015950669374e-04
4.200000000000000000e+02	6.615789473684210407e+02	9.248360000135343734e-04
4.500000000000000000e+02	6.615789473684210407e+02	5.137598332214610370e-04
4.800000000000000000e+02	6.615789473684210407e+02	4.845301749015058735e-04
5.100000000000000000e+02	6.615789473684210407e+02	4.569634977456176264e-04
5.400000000000000000e+02	6.615789473684210407e+02	4.309651887302095793e-04
5.700000000000000000e+02	6.615789473684210407e+02	4.064460177094012514e-04
0.000000000000000000e+00	6.631578947368420813e+02	2.198077514490840226e-03
3.000000000000000000e+01	6.631578947368420813e+02	1.201973441597866624e-03
6.000000000000000000e+01	6.631578947368420813e+02	1.105351242720154382e-03
9.000000000000000000e+01	6.631578947368420813e+02	1.084037581600954397e-03
1.200000000000000000e+02	6.631578947368420813e+02	1.009718193530987837e-03
1.500000000000000000e+02	6.631578947368420813e+02	9.258843535126092417e-04
1.800000000000000000e+02	6.631578947368420813e+02	9.151688810934120472e-04
2.100000000000000000e+02	6.631578947368420813e+02	8.478707607419191375e-04
2.400000000000000000e+02	6.631578947368420813e+02	7.752231096728957795e-04
2.700000000000000000e+02	6.631578947368420813e+02	7.733200537698109531e-04
3.000000000000000000e+02	6.631578947368420813e+02	7.115868387695682869e-04
3.300000000000000000e+02	6.631578947368420813e+02	6.487875671551092882e-04
3.600000000000000000e+02	6.631578947368420813e+02	6.541676303863956307e-04
3.900000000000000000e+02	6.631578947368420813e+02	5.967960235254237116e-04
4.200000000000000000e+02	6.631578947368420813e+02	9.261873331949991260e-04
4.500000000000000000e+02	6.631578947368420813e+02	5.138362381672699139e-04
4.800000000000000000e+02	6.631578947368420813e+02	4.849246849439942846e-04
5.100000000000000000e+02	6.631578947368420813e+02	4.576398716189471303e-04
5.400000000000000000e+02	6.631578947368420813e+02	4.318902679074686571e-04
5.700000000000000000e+02	6.631578947368420813e+02	4.075894935756342792e-04
0.000000000000000000e+00	6.647368421052631220e+02	2.183398056918865043e-03
3.000000000000000000e+01	6.647368421052631220e+02	1.188134505736557212e-03
6.000000000000000000e+01	6.647368421052631220e+02	1.095741817416449534e-03
9.000000000000000000e+01	6.647368421052631220e+02	1.076214131735698338e-03
1.200000000000000000e+02	6.647368421052631220e+02	1.000232229910213901e-03
1.500000000000000000e+02	6.647368421052631220e+02	9.197559750357262769e-04
1.800000000000000000e+02	6.647368421052631220e+02	9.102416313196055354e-04
2.100000000000000000e+02	6.647368421052631220e+02	8.418054043593133345e-04
2.400000000000000000e+02	6.647368421052631220e+02	7.716551500682319268e-04
2.700000000000000000e+02	6.647368421052631220e+02	7.705223547580856936e-04
3.000000000000000000e+02	6.647368421052631220e+02	7.082069262071301590e-04
3.300000000000000000e+02	6.647368421052631220e+02	6.470478707456415925e-04
3.600000000000000000e+02	6.647368421052631220e+02	6.529089246204514965e-04
3.900000000000000000e+02	6.647368421052631220e+02	5.955234466835607286e-04
4.200000000000000000e+02	6.647368421052631220e+02	9.276429650774671663e-04
4.500000000000000000e+02	6.647368421052631220e+02	5.137834493688477663e-04
4.800000000000000000e+02	6.647368421052631220e+02	4.852054318011418265e-04
5.100000000000000000e+02	6.647368421052631220e+02	4.582170004474402287e-04
5.400000000000000000e+02	6.647368421052631220e+02	4.327297382464202909e-04
5.700000000000000000e+02	6.647368421052631220e+02	4.086601461315584943e-04
0.000000000000000000e+00	6.663157894736841627e+02	2.168337035619589091e-03
3.000000000000000000e+01	6.663157894736841627e+02	1.173722560835087879e-03
6.000000000000000000e+01	6.663157894736841627e+02	1.085756324220700422e-03
9.000000000000000000e+01	6.663157894736841627e+02	1.067787558661576364e-03
1.200000000000000000e+02	6.663157894736841627e+02	9.903037545784666544e-04
1.500000000000000000e+02	6.663157894736841627e+02	9.132990853003423223e-04
1.800000000000000000e+02	6.663157894736841627e+02	9.048660261937061054e-04
2.100000000000000000e+02	6.663157894736841627e+02	8.354049834513742508e-04
2.400000000000000000e+02	6.663157894736841627e+02	7.678093374308180355e-04
2.700000000000000000e+02	6.663157894736841627e+02	7.674039074608791705e-04
3.000000000000000000e+02	6.663157894736841627e+02	7.045795397889013933e-04
3.300000000000000000e+02	6.663157894736841627e+02	6.450842816080283246e-04
3.600000000000000000e+02	6.663157894736841627e+02	6.514294621484459499e-04
3.900000000000000000e+02	6.663157894736841627e+02	5.940746528496779547e-04
4.200000000000000000e+02	6.663157894736841627e+02	9.292635184363945595e-04
4.500000000000000000e+02	6.663157894736841627e+02	5.135801667724437542e-04
4.800000000000000000e+02	6.663157894736841627e+02	4.853547442383359051e-04
5.100000000000000000e+02	6.663157894736841627e+02	4.586805390774291728e-04
5.400000000000000000e+02	6.663157894736841627e+02	4.334722992324333869e-04
5.700000000000000000e+02	6.663157894736841627e+02	4.096494579425209205e-04
0.000000000000000000e+00	6.678947368421053170e+02	2.152756208105655565e-03
3.000000000000000000e+01	6.678947368421053170e+02	1.159245547495070050e-03
6.000000000000000000e+01	6.678947368421053170e+02	1.075812215669144428e-03
9.000000000000000000e+01	6.678947368421053170e+02	1.059101411110470112e-03
1.200000000000000000e+02	6.678947368421053170e+02	9.802766006397874501e-04
1.500000000000000000e+02	6.678947368421053170e+02	9.067976172451664221e-04
1.800000000000000000e+02	6.678947368421053170e+02	8.992625603224382522e-04
2.100000000000000000e+02	6.678947368421053170e+02	8.288890739697038143e-04
