1.588974358974359902e+00,3.169487541478849843e-04,3.375485145599369918e-04,3.378360707576460217e-05,3.378360707576460217e-05
1.588770330422869970e+00,2.838323365087000037e-04,3.379552941969849963e-04,8.876165060878680178e-05,8.876165060878680178e-05
1.588566354260279923e+00,2.787445108362089858e-04,3.383620738340330008e-04,9.777280331643110065e-05,9.777280331643110065e-05
1.588362430466409903e+00,2.843385702089950120e-04,3.387688534710810054e-04,8.926566454981989729e-05,8.926566454981989729e-05
1.588158559021090044e+00,2.858454470960460157e-04,3.391756331081290099e-04,8.746150505981579613e-05,8.746150505981579613e-05
1.587954739904180013e+00,2.833243674671440072e-04,3.395824127451770144e-04,9.226319425597390362e-05,9.226319425597390362e-05
1.587750973095509943e+00,2.807083201728470122e-04,3.399891923822239890e-04,9.722063042337949579e-05,9.722063042337949579e-05
1.587547258574969922e+00,3.006753022979589940e-04,3.403959720192719935e-04,6.514189834295310499e-05,6.514189834295310499e-05
1.587343596322430050e+00,3.120678281212130073e-04,3.408027516563199980e-04,4.712527459757570304e-05,4.712527459757570304e-05
1.587139986317769980e+00,3.018241109303180071e-04,3.412095312933680026e-04,6.459208939540260074e-05,6.459208939540260074e-05
1.586936428540890009e+00,3.165199598050500232e-04,3.416163109304160071e-04,4.115801584560130133e-05,4.115801584560130133e-05
1.586732922971699988e+00,3.052634403155299759e-04,3.420230905674640116e-04,6.028582641317169666e-05,6.028582641317169666e-05
1.586529469590119978e+00,3.030843335992179795e-04,3.424298702045120162e-04,6.452668003268290044e-05,6.452668003268290044e-05
1.586326068376070042e+00,3.132507981571289830e-04,3.428366498415600207e-04,4.852079676246740084e-05,4.852079676246740084e-05
1.586122719309490003e+00,3.105869022309590082e-04,3.432434294786080252e-04,5.355670468614489969e-05,5.355670468614489969e-05
1.585919422370329901e+00,3.211587560868950147e-04,3.436502091156559756e-04,3.688598296716770095e-05,3.688598296716770095e-05
1.585716177538549987e+00,3.085723167572990058e-04,3.440569887527039801e-04,5.819486207246350279e-05,5.819486207246350279e-05
