1.475476190476190608e+00,4.355628117809764019e-06
1.475651863317061663e+00,4.041445662625378621e-06
1.475827577994760942e+00,3.601440482440929395e-06
1.476003334524234933e+00,2.985071299756581881e-06
1.476179132920438342e+00,2.963340829572099024e-06
1.476354973198332532e+00,2.436225811887762311e-06
1.476530855372885531e+00,2.760772409203298993e-06
1.476706779459073138e+00,2.596860354018899464e-06
1.476882745471878033e+00,3.466385861334515996e-06
1.477058753426290227e+00,1.386747913650148026e-06
1.477234803337306390e+00,1.054615393465650718e-06
1.477410895219930964e+00,1.165716013281240431e-06
1.477587029089175275e+00,1.326962165596765877e-06
1.477763204960057308e+00,1.471078022912332715e-06
1.477939422847603268e+00,1.570136227727945437e-06
1.478115682766845573e+00,7.543626650435554059e-07
1.478291984732824638e+00,3.836951798591298580e-07
1.478468328760587092e+00,1.092068349674779643e-06
1.478644714865187337e+00,1.222589244490267013e-06
1.478821143061687327e+00,2.682169943059285047e-07
1.478997613365155228e+00,3.639127141214660391e-07
1.479174125790667205e+00,5.313573839369517392e-07
1.479350680353306524e+00,-3.869542262474567426e-07
1.479527277068162894e+00,-6.169594414318413491e-07
1.479703915950334459e+00,-7.477690391162387414e-07
1.479880597014925581e+00,-1.406361731800574653e-06
1.480057320277048172e+00,-1.079982026985054058e-06
1.480234085751821471e+00,-7.488942096694155375e-07
1.480410893454371823e+00,-8.999443423539591585e-07
1.480587743399832901e+00,-2.191552810038293972e-06
1.480764635603345480e+00,-2.076109635222642001e-06
1.480941570080057446e+00,-2.373880065407119448e-06
1.481118546845124451e+00,-1.643057160591584134e-06
1.481295565913708590e+00,-1.358518520775916110e-06
1.481472627300980172e+00,-1.519437953460361075e-06
1.481649731022116168e+00,-1.704112253644849780e-06
1.481826877092300432e+00,-1.940992116329173856e-06
1.482004065526725034e+00,-1.639752701513646291e-06
1.482181296340588483e+00,-2.490825654198053702e-06
1.482358569549097060e+00,-3.370924334382396581e-06
1.482535885167464151e+00,-2.875270314566758551e-06
1.482713243210910470e+00,-3.653731409751217603e-06
1.482890643694664057e+00,-3.238354177435647568e-06
1.483068086633959615e+00,-2.331970082620075097e-06
1.483245572044040284e+00,-2.402127900304456500e-06
1.483423099940155643e+00,-8.436411654889902080e-07
1.483600670337563043e+00,-1.777299593173313760e-06
1.483778283251526497e+00,-9.150581633577420322e-07
1.483955938697318011e+00,-1.371169678542137097e-06
1.484133636690216917e+00,-1.158419398726546169e-06
1.484311377245508989e+00,-1.250852546411195511e-06
1.484489160378488659e+00,-2.301079880074445882e-06
1.484666986104456354e+00,-2.412721643638551933e-06
1.484844854438720496e+00,-2.989441572128768223e-06
1.485022765396597277e+00,-2.082257865321985913e-06
1.485200718993409330e+00,-1.662993210297140364e-06
1.485378715244487280e+00,-2.157083124034890392e-06
1.485556754165168636e+00,-1.739810820272685869e-06
1.485734835770798457e+00,-8.955262729213505084e-07
1.485912960076729572e+00,-7.473756406436292869e-07
1.486091127098321474e+00,-1.321892177054528695e-06
1.486269336850941425e+00,-9.771684332924757001e-07
1.486447589349964238e+00,-9.270276824508923857e-07
1.486625884610771386e+00,-7.425876950528747189e-08
1.486804222648752560e+00,2.626679299999197080e-07
1.486982603479304332e+00,-2.109744743319859537e-07
1.487161027117830825e+00,-1.330368362004931434e-06
1.487339493579743488e+00,-1.015608947846630625e-06
1.487518002880460877e+00,-8.255944314359693429e-07
1.487696555035409984e+00,-1.591874137797216026e-06
1.487875150060024021e+00,-1.799502510420937986e-06
1.488053787969744413e+00,-1.636245430594364445e-06
1.488232468780019468e+00,-1.614585334925853938e-06
1.488411192506304825e+00,-1.072145961509960886e-06
1.488589959164064336e+00,-8.284967989851229476e-07
1.488768768768768958e+00,-1.194406385123803952e-06
1.488947621335896310e+00,-7.896013854457111434e-07
1.489126516880932449e+00,-1.110988307252710874e-06
1.489305455419370317e+00,-1.357971096930785376e-06
1.489484436966710845e+00,-1.062913457747838851e-06
1.489663461538461631e+00,-5.852690995297435767e-07
1.489842529150138484e+00,-1.444863150916103905e-06
1.490021639817263877e+00,-8.275030997774278396e-07
1.490200793555368497e+00,-1.222065871163431077e-06
1.490379990379990360e+00,-6.547828226981682935e-07
1.490559230306674809e+00,-2.503087632153527093e-06
1.490738513350974515e+00,-2.499253164009836890e-06
1.490917839528449695e+00,-2.266200221163594949e-06
1.491097208854667899e+00,-1.769203035371511230e-06
1.491276621345205111e+00,-1.683137003044686391e-06
1.491456077015643977e+00,-1.264303461386442126e-06
1.491635575881574249e+00,-1.679108199653694220e-06
1.491815117958594339e+00,-1.518291178613966442e-06
1.491994703262308875e+00,-1.132714321262367966e-06
1.492174331808331367e+00,-3.190607762377670804e-07
1.492354003612281765e+00,-2.523939829059196217e-06
1.492533718689788236e+00,-2.043765411460328333e-06
1.492713477056485827e+00,-4.127763938367815848e-07
1.492893278728017359e+00,1.056951155767434038e-06
1.493073123720033868e+00,-8.744962711635679663e-07
1.493253012048192829e+00,-9.638622133416958806e-07
1.493432943728160156e+00,1.095809488365988814e-07
1.493612918775608867e+00,1.221866002797010170e-06
1.493792937206219085e+00,7.940701722773145152e-07
1.493972999035679816e+00,1.426629474503916690e-07
1.494153104279686728e+00,-4.828010198020516325e-07
1.494333252953942814e+00,3.007433269799493307e-07
1.494513445074159064e+00,1.868115098811860838e-06
1.494693680656054013e+00,-2.822155802227423508e-07
1.494873959715353973e+00,3.969253360146071000e-07
1.495054282267792578e+00,1.656729482425562018e-06
1.495234648329111016e+00,2.841214995396006832e-06
1.495415057915058021e+00,2.160628796608996326e-06
1.495595511041390102e+00,9.840576080442788496e-07
1.495776007723871759e+00,2.658952753390781936e-06
1.495956547978274154e+00,2.833413233589233692e-06
1.496137131820376887e+00,3.062316345989664181e-06
1.496317759265966663e+00,2.316703551212745086e-06
1.496498430330837959e+00,3.235603944480090124e-06
1.496679145030793467e+00,3.461896214727452092e-06
1.496859903381642543e+00,3.472731492202961066e-06
1.497040705399202976e+00,5.604153895123431970e-06
1.497221551099299441e+00,3.171351181163081875e-06
1.497402440497764831e+00,3.906944848737270051e-06
1.497583373610439805e+00,4.174026053836359205e-06
1.497764350453172355e+00,5.184703320272193896e-06
1.497945371041817797e+00,5.237610230618393867e-06
1.498126435392240108e+00,4.948801630222921430e-06
1.498307543520309482e+00,8.064606168118484847e-06
1.498488695441905438e+00,6.737528906188067475e-06
1.498669891172914159e+00,7.284185973836785023e-06
1.498851130729229819e+00,8.229636198935382895e-06
1.499032414126753920e+00,8.164181115965514124e-06
1.499213741381395959e+00,6.783405122920387567e-06
1.499395112509073424e+00,8.394140737846403274e-06
1.499576527525710912e+00,7.252598147054179590e-06
1.499757986447241231e+00,7.206046638415641717e-06
1.499939489289604522e+00,7.698469848514759669e-06
1.500121036068748470e+00,8.501915175717650742e-06
1.500302626800629424e+00,9.712817653242785873e-06
1.500484261501210836e+00,1.038990907153443440e-05
1.500665940186463487e+00,9.380664164504626498e-06
1.500847662872366373e+00,8.466005453811947261e-06
1.501029429574906260e+00,8.143593148786902472e-06
1.501211240310077688e+00,8.593432739430791672e-06
1.501393095093882524e+00,7.685827979678038144e-06
1.501574993942331071e+00,6.841046811955213345e-06
1.501756936871440962e+00,7.504403621386024252e-06
1.501938923897237155e+00,7.915556503663131449e-06
1.502120955035753269e+00,5.166445717376102876e-06
1.502303030303030473e+00,6.799711594158246729e-06
1.502485149715117041e+00,5.023738171955335792e-06
1.502667313288070128e+00,5.052841374554225180e-06
1.502849521037953329e+00,4.694248368440280949e-06
1.503031772980839342e+00,5.792696487400870305e-06
1.503214069132807973e+00,5.307091297574098243e-06
1.503396409509946796e+00,4.613689584034063313e-06
1.503578794128351603e+00,5.207260502846438513e-06
1.503761223004125291e+00,4.491502496163275613e-06
1.503943696153379417e+00,3.424372192846454968e-06
1.504126213592233086e+00,1.137643347697764069e-06
1.504308775336812953e+00,9.781826904947935604e-07
1.504491381403253447e+00,9.128944672523960405e-07
1.504674031807696988e+00,-1.198975580891649363e-06
1.504856726566294434e+00,-1.119181965965444687e-06
1.505039465695203527e+00,-1.923152069133864399e-06
1.505222249210590446e+00,-2.709070577154019733e-06
1.505405077128628921e+00,-3.567576403688229095e-06
1.505587949465500452e+00,-4.090496074381265623e-06
1.505770866237395200e+00,-5.683740116163570257e-06
1.505953827460510430e+00,-7.064655050891148636e-06
1.506136833151051402e+00,-7.879861282376370287e-06
1.506319883325231146e+00,-8.876421432054558316e-06
1.506502977999270687e+00,-1.127520305096555902e-05
1.506686117189399488e+00,-1.270892624715336422e-05
1.506869300911854115e+00,-1.330326002267371412e-05
1.507052529182879574e+00,-1.556862684896051957e-05
1.507235802018728199e+00,-1.806270547193087727e-05
1.507419119435660537e+00,-2.054769252366372135e-05
1.507602481449945353e+00,-2.311596761769817030e-05
1.507785888077858960e+00,-2.513205471225283123e-05
1.507969339335685666e+00,-2.711582679212909825e-05
1.508152835239717993e+00,-2.760707002401016866e-05
1.508336375806255347e+00,-3.012465781344085262e-05
1.508519961051606684e+00,-3.160515520628717355e-05
1.508703590992087840e+00,-3.396989857131207046e-05
1.508887265644022646e+00,-3.477154655339081897e-05
1.509070985023743150e+00,-3.627577957361386801e-05
1.509254749147588948e+00,-3.821173330512392304e-05
1.509438558031908517e+00,-4.038823689787136921e-05
1.509622411693057442e+00,-4.126139948866380537e-05
1.509806310147399300e+00,-4.019104928601536147e-05
