0.0e0 0.0e0 0.0e0 0.0e0
1.24138e1 0.0e0 1.5410248e2 1.5410248e2
2.48276e1 0.0e0 6.1641006e2 6.1641006e2
3.72414e1 0.0e0 1.3869217e3 1.3869217e3
4.96552e1 0.0e0 2.4656387e3 2.4656387e3
6.2069e1 0.0e0 3.8525604e3 3.8525604e3
7.44828e1 0.0e0 5.5476883e3 5.5476883e3
8.68966e1 0.0e0 7.5510208e3 7.5510208e3
9.93104e1 0.0e0 9.862555e3 9.862555e3
1.117242e2 0.0e0 1.24823e4 1.24823e4
1.2413799e2 0.0e0 1.5410248e4 1.5410248e4
1.3655177e2 0.0e0 1.8646393e4 1.8646393e4
1.4896556e2 0.0e0 2.219075e4 2.219075e4
1.6137935e2 0.0e0 2.6043304e4 2.6043304e4
1.7379314e2 0.0e0 3.0204071e4 3.0204071e4
1.8620692e2 0.0e0 3.4673035e4 3.4673035e4
1.9862071e2 0.0e0 3.945021e4 3.945021e4
2.110345e2 0.0e0 4.4535583e4 4.4535583e4
2.2344829e2 0.0e0 4.9929153e4 4.9929153e4
2.3586208e2 0.0e0 5.5630936e4 5.5630936e4
2.4827586e2 0.0e0 6.164093e4 6.164093e4
2.6068965e2 0.0e0 6.7959122e4 6.7959122e4
2.7310344e2 0.0e0 7.458551e4 7.458551e4
2.8551723e2 0.0e0 8.1520111e4 8.1520111e4
2.9793102e2 0.0e0 8.8762924e4 8.8762924e4
3.103448e2 0.0e0 9.6313919e4 9.6313919e4
3.2275859e2 0.0e0 1.0417313e5 1.0417313e5
3.3517238e2 0.0e0 1.1234055e5 1.1234055e5
3.4758617e2 0.0e0 1.208162e5 1.208162e5
3.5999995e2 0.0e0 1.2960007e5 1.2960007e5

0.0e0 1.24138e1 1.5410248e2 1.5410248e2
1.24138e1 1.24138e1 3.0820496e2 3.0820496e2
2.48276e1 1.24138e1 7.7051254e2 7.7051254e2
3.72414e1 1.24138e1 1.5410242e3 1.5410242e3
4.96552e1 1.24138e1 2.6197412e3 2.6197412e3
6.2069e1 1.24138e1 4.0066629e3 4.0066629e3
7.44828e1 1.24138e1 5.7017908e3 5.7017908e3
8.68966e1 1.24138e1 7.7051233e3 7.7051233e3
9.93104e1 1.24138e1 1.00166574e4 1.00166574e4
1.117242e2 1.24138e1 1.2636401e4 1.2636401e4
1.2413799e2 1.24138e1 1.556435e4 1.556435e4
1.3655177e2 1.24138e1 1.8800494e4 1.8800494e4
1.4896556e2 1.24138e1 2.2344852e4 2.2344852e4
1.6137935e2 1.24138e1 2.6197406e4 2.6197406e4
1.7379314e2 1.24138e1 3.0358173e4 3.0358173e4
1.8620692e2 1.24138e1 3.4827136e4 3.4827136e4
1.9862071e2 1.24138e1 3.9604312e4 3.9604312e4
