0.000000000000000000e+00,-1.082417433550105557e+01,-6.986178822592922444e+00,-1.398606135771305325e+00,-1.398606135771302661e+00,1.690237536874287461e+00,3.812328569469247252e+00,6.108606135771299961e+00,6.108606135771307954e+00,9.300412184112179403e+00,1.204737486763826304e+01
1.000000000000000000e+00,-1.082495910630932556e+01,-6.984646282280894347e+00,-1.398325346767878674e+00,-1.398325346767875121e+00,1.690453664475661810e+00,3.812541668134837636e+00,6.108325346767876418e+00,6.108325346767879083e+00,9.299979791767562176e+00,1.204663026421215832e+01
2.000000000000000000e+00,-1.082730952062351371e+01,-6.980052701703935547e+00,-1.397483130870541546e+00,-1.397483130870539325e+00,1.691101931212077858e+00,3.813180668745620228e+00,6.107483130870535071e+00,6.107483130870536847e+00,9.298682720417531300e+00,1.204439690195222212e+01
3.000000000000000000e+00,-1.083121395417714083e+01,-6.972410132052218046e+00,-1.396079941483735931e+00,-1.396079941483734821e+00,1.692181987932674936e+00,3.814244685882327790e+00,6.106079941483736562e+00,6.106079941483738338e+00,9.296521287140176781e+00,1.204067612527417808e+01
4.000000000000000000e+00,-1.083665326384970840e+01,-6.961738428580470206e+00,-1.394116534500376536e+00,-1.394116534500374538e+00,1.693693249562105096e+00,3.815732246305608033e+00,6.104116534500375835e+00,6.104116534500381164e+00,9.293496020489151022e+00,1.203547017607331959e+01
5.000000000000000000e+00,-1.084360112373254381e+01,-6.948064915434756017e+00,-1.391593968630507216e+00,-1.391593968630506328e+00,1.695634890370668391e+00,3.817641292634815109e+00,6.101593968630505849e+00,6.101593968630506737e+00,9.289607660633757646e+00,1.202878219552805028e+01
6.000000000000000000e+00,-1.085202447652194202e+01,-6.931423935510020229e+00,-1.388513605862268907e+00,-1.388513605862267131e+00,1.698005837364391590e+00,3.819969188477905675e+00,6.098513605862269316e+00,6.098513605862270204e+00,9.284857159564745999e+00,1.202061622662492191e+01
7.000000000000000000e+00,-1.086188408278348128e+01,-6.911856302796032026e+00,-1.384877112055968640e+00,-1.384877112055967752e+00,1.700804761806606669e+00,3.822712724992289424e+00,6.094877112055963941e+00,6.094877112055970159e+00,9.279245681375469346e+00,1.201097721740514324e+01
8.000000000000000000e+00,-1.087313514778582757e+01,-6.889408677514380130e+00,-1.380686457672347212e+00,-1.380686457672344991e+00,1.704030068885185711e+00,3.825868128851484418e+00,6.090686457672346066e+00,6.090686457672350507e+00,9.272774602631537633e+00,1.199987102493199842e+01
9.000000000000000000e+00,-1.088572800404260121e+01,-6.864132885910329662e+00,-1.375943918636252761e+00,-1.375943918636250096e+00,1.707679885542191078e+00,3.829431071587425350e+00,6.085943918636251837e+00,6.085943918636257166e+00,9.265445512844665998e+00,1.198730441997865626e+01
1.000000000000000000e+01,-1.089960882741295656e+01,-6.836085206850739837e+00,-1.370652077337270791e+00,-1.370652077337267682e+00,1.711752046484306566e+00,3.833396680274226309e+00,6.080652077337266093e+00,6.080652077337269645e+00,9.257260215070274967e+00,1.197328509243488170e+01
1.100000000000000000e+01,-1.091472036548144686e+01,-6.805325646510294924e+00,-1.364813823768960210e+00,-1.364813823768959322e+00,1.716244078394090433e+00,3.837759549515178836e+00,6.074813823768957732e+00,6.074813823768959509e+00,9.248220726651904755e+00,1.195782165743057668e+01
1.200000000000000000e+01,-1.093100265876359067e+01,-6.771917220602793108e+00,-1.358432356808645824e+00,-1.358432356808644048e+00,1.721153182362623602e+00,3.842513754691737837e+00,6.068432356808645345e+00,6.068432356808647121e+00,9.238329280139211619e+00,1.194092366217281587e+01
1.300000000000000000e+01,-1.094839373782194336e+01,-6.735925261075964343e+00,-1.351511185639749923e+00,-1.351511185639749701e+00,1.726476214564579115e+00,3.847652866430760099e+00,6.061511185639751886e+00,6.061511185639752775e+00,9.227588324410989529e+00,1.192260159349158322e+01
