0.000000000000000000e+00,1.532340001256809803e+00,1.541190097615102728e+00
1.000000000000000056e-01,1.532340005780501890e+00,1.541190108226010436e+00
2.000000000000000111e-01,1.532340010321655566e+00,1.541190118874300019e+00
3.000000000000000444e-01,1.532340014889044033e+00,1.541190129578744683e+00
4.000000000000000222e-01,1.532340019491490679e+00,1.541190140358216443e+00
5.000000000000001110e-01,1.532340024137887280e+00,1.541190151231720318e+00
6.000000000000000888e-01,1.532340028837209989e+00,1.541190162218426529e+00
7.000000000000000666e-01,1.532340033598537321e+00,1.541190173337704694e+00
8.000000000000000444e-01,1.532340038431067697e+00,1.541190184609158687e+00
9.000000000000001332e-01,1.532340043344136982e+00,1.541190196052660166e+00
1.000000000000000222e+00,1.532340048347236694e+00,1.541190207688384994e+00
1.100000000000000089e+00,1.532340053450032213e+00,1.541190219536846540e+00
1.200000000000000178e+00,1.532340058662381654e+00,1.541190231618934536e+00
1.300000000000000266e+00,1.532340063994354740e+00,1.541190243955950168e+00
1.400000000000000133e+00,1.532340069456252341e+00,1.541190256569643591e+00
1.500000000000000000e+00,1.532340075058625795e+00,1.541190269482253239e+00
1.600000000000000089e+00,1.532340080812298666e+00,1.541190282716544457e+00
1.700000000000000178e+00,1.532340086728386286e+00,1.541190296295849915e+00
1.800000000000000266e+00,1.532340092818317734e+00,1.541190310244110240e+00
1.900000000000000355e+00,1.532340099093858488e+00,1.541190324585916649e+00
2.000000000000000444e+00,1.532340105567131738e+00,1.541190339346554028e+00
2.100000000000000089e+00,1.532340112250643260e+00,1.541190354552046005e+00
2.200000000000000178e+00,1.532340119157304947e+00,1.541190370229200468e+00
2.300000000000000266e+00,1.532340126300459682e+00,1.541190386405656421e+00
2.400000000000000355e+00,1.532340133693907314e+00,1.541190403109933937e+00
2.500000000000000444e+00,1.532340141351930862e+00,1.541190420371482572e+00
2.600000000000000533e+00,1.532340149289325160e+00,1.541190438220735537e+00
2.700000000000000622e+00,1.532340157521423940e+00,1.541190456689161214e+00
2.800000000000000266e+00,1.532340166064131148e+00,1.541190475809320226e+00
2.900000000000000355e+00,1.532340174933950028e+00,1.541190495614922051e+00
3.000000000000000000e+00,1.532340184148016204e+00,1.541190516140884537e+00
3.100000000000000089e+00,1.532340193724130328e+00,1.541190537423395401e+00
3.200000000000000178e+00,1.532340203680792046e+00,1.541190559499976631e+00
3.300000000000000266e+00,1.532340214037236859e+00,1.541190582409549981e+00
3.400000000000000355e+00,1.532340224813472096e+00,1.541190606192505586e+00
3.500000000000000444e+00,1.532340236030316438e+00,1.541190630890773683e+00
3.600000000000000533e+00,1.532340247709439218e+00,1.541190656547897886e+00
3.700000000000000178e+00,1.532340259873403499e+00,1.541190683209112455e+00
3.800000000000000711e+00,1.532340272545708482e+00,1.541190710921422236e+00
3.900000000000000799e+00,1.532340285750835918e+00,1.541190739733685033e+00
4.000000000000000888e+00,1.532340299514296289e+00,1.541190769696697105e+00
4.099999999999999645e+00,1.532340313862679437e+00,1.541190800863284860e+00
4.200000000000000178e+00,1.532340328823704745e+00,1.541190833288395678e+00
4.299999999999999822e+00,1.532340344426274870e+00,1.541190867029196054e+00
4.400000000000000355e+00,1.532340360700532811e+00,1.541190902145172181e+00
4.500000000000000000e+00,1.532340377677918308e+00,1.541190938698234536e+00
4.600000000000000533e+00,1.532340395391229571e+00,1.541190976752827346e+00
4.700000000000000178e+00,1.532340413874687224e+00,1.541191016376042056e+00
4.800000000000000711e+00,1.532340433163998927e+00,1.541191057637735673e+00
4.900000000000000355e+00,1.532340453296429539e+00,1.541191100610653786e+00
5.000000000000000888e+00,1.532340474310872613e+00,1.541191145370558901e+00
5.100000000000000533e+00,1.532340496247925898e+00,1.541191191996364562e+00
5.200000000000001066e+00,1.532340519149969049e+00,1.541191240570273013e+00
5.300000000000000711e+00,1.532340543061246452e+00,1.541191291177921752e+00
5.400000000000001243e+00,1.532340568027952266e+00,1.541191343908533851e+00
5.500000000000000888e+00,1.532340594098318798e+00,1.541191398855074945e+00
5.600000000000000533e+00,1.532340621322711538e+00,1.541191456114417546e+00
5.700000000000000178e+00,1.532340649753724859e+00,1.541191515787511346e+00
5.800000000000000711e+00,1.532340679446284160e+00,1.541191577979562410e+00
5.900000000000000355e+00,1.532340710457752442e+00,1.541191642800216810e+00
6.000000000000000000e+00,1.532340742848040227e+00,1.541191710363755796e+00
6.100000000000000533e+00,1.532340776679721683e+00,1.541191780789295640e+00
6.200000000000000178e+00,1.532340812018156306e+00,1.541191854200999023e+00
6.300000000000000711e+00,1.532340848931613930e+00,1.541191930728292858e+00
6.400000000000000355e+00,1.532340887491406844e+00,1.541192010506097665e+00
6.500000000000000888e+00,1.532340927772028794e+00,1.541192093675063601e+00
6.600000000000000533e+00,1.532340969851297086e+00,1.541192180381820487e+00
6.700000000000001066e+00,1.532341013810504249e+00,1.541192270779235152e+00
6.800000000000000711e+00,1.532341059734574573e+00,1.541192365026680999e+00
6.900000000000001243e+00,1.532341107712228423e+00,1.541192463290319115e+00
7.000000000000000888e+00,1.532341157836152989e+00,1.541192565743391585e+00
7.100000000000001421e+00,1.532341210203182369e+00,1.541192672566526367e+00
7.200000000000001066e+00,1.532341264914483414e+00,1.541192783948055700e+00
7.300000000000000711e+00,1.532341322075752688e+00,1.541192900084348949e+00
7.400000000000000355e+00,1.532341381797419189e+00,1.541193021180158107e+00
7.500000000000000888e+00,1.532341444194858626e+00,1.541193147448979062e+00
7.600000000000001421e+00,1.532341509388615686e+00,1.541193279113427295e+00
7.700000000000001066e+00,1.532341577504637620e+00,1.541193416405631567e+00
7.800000000000001599e+00,1.532341648674516943e+00,1.541193559567642257e+00
7.900000000000000355e+00,1.532341723035745673e+00,1.541193708851858801e+00
8.000000000000001776e+00,1.532341800731982007e+00,1.541193864521473555e+00
8.100000000000001421e+00,1.532341881913325654e+00,1.541194026850937204e+00
8.199999999999999289e+00,1.532341966736610495e+00,1.541194196126441707e+00
8.300000000000000711e+00,1.532342055365705447e+00,1.541194372646425004e+00
8.400000000000000355e+00,1.532342147971831992e+00,1.541194556722097486e+00
8.500000000000001776e+00,1.532342244733894798e+00,1.541194748677990223e+00
8.599999999999999645e+00,1.532342345838827447e+00,1.541194948852527391e+00
8.700000000000001066e+00,1.532342451481953471e+00,1.541195157598623355e+00
8.800000000000000711e+00,1.532342561867363617e+00,1.541195375284303726e+00
8.900000000000002132e+00,1.532342677208309967e+00,1.541195602293355282e+00
9.000000000000000000e+00,1.532342797727618500e+00,1.541195839026002323e+00
9.100000000000001421e+00,1.532342923658118972e+00,1.541196085899611656e+00
9.200000000000001066e+00,1.532343055243095220e+00,1.541196343349429343e+00
9.300000000000002487e+00,1.532343192736754567e+00,1.541196611829347418e+00
9.400000000000000355e+00,1.532343336404719647e+00,1.541196891812704584e+00
9.500000000000001776e+00,1.532343486524540888e+00,1.541197183793120429e+00
9.600000000000001421e+00,1.532343643386232745e+00,1.541197488285365180e+00
