0.000000000000000000e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.000000000000000056e-01,1.633593653846153737e+00,-6.282365384615383463e-02
2.000000000000000111e-01,1.633593653846153737e+00,-6.282365384615383463e-02
3.000000000000000444e-01,1.633593653846153737e+00,-6.282365384615383463e-02
4.000000000000000222e-01,1.633593653846153737e+00,-6.282365384615383463e-02
5.000000000000001110e-01,1.633593653846153737e+00,-6.282365384615383463e-02
6.000000000000000888e-01,1.633593653846153737e+00,-6.282365384615383463e-02
7.000000000000000666e-01,1.633593653846153737e+00,-6.282365384615383463e-02
8.000000000000000444e-01,1.633593653846153737e+00,-6.282365384615383463e-02
9.000000000000001332e-01,1.633593653846153737e+00,-6.282365384615383463e-02
1.000000000000000222e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.100000000000000089e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.200000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.300000000000000266e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.400000000000000133e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.500000000000000000e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.600000000000000089e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.700000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.800000000000000266e+00,1.633593653846153737e+00,-6.282365384615383463e-02
1.900000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.000000000000000444e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.100000000000000089e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.200000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.300000000000000266e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.400000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.500000000000000444e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.600000000000000533e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.700000000000000622e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.800000000000000266e+00,1.633593653846153737e+00,-6.282365384615383463e-02
2.900000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.000000000000000000e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.100000000000000089e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.200000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.300000000000000266e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.400000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.500000000000000444e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.600000000000000533e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.700000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.800000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
3.900000000000000799e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.000000000000000888e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.099999999999999645e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.200000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.299999999999999822e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.400000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.500000000000000000e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.600000000000000533e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.700000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.800000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
4.900000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.000000000000000888e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.100000000000000533e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.200000000000001066e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.300000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.400000000000001243e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.500000000000000888e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.600000000000000533e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.700000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.800000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
5.900000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.000000000000000000e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.100000000000000533e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.200000000000000178e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.300000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.400000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.500000000000000888e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.600000000000000533e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.700000000000001066e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.800000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
6.900000000000001243e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.000000000000000888e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.100000000000001421e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.200000000000001066e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.300000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.400000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.500000000000000888e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.600000000000001421e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.700000000000001066e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.800000000000001599e+00,1.633593653846153737e+00,-6.282365384615383463e-02
7.900000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.000000000000001776e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.100000000000001421e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.199999999999999289e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.300000000000000711e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.400000000000000355e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.500000000000001776e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.599999999999999645e+00,1.633593653846153737e+00,-6.282365384615383463e-02
8.700000000000001066e+00,1.633593653846153737e+00,-6.282365384615383463e-02
